"","Name","Year","file","Organization_type","Size","Sector","Sec_SASB","Country","Region","OECD","english_non_english"
"1025","Seventh Generation",2009,"SeventhGeneration_2009",NA,"SME","Household and Personal Products","Consumer Goods","United States of America","Northern America",NA,"english"
"1026","Shikoku Electric Power",2009,"ShikokuElectricPower_2009",NA,"Large","Energy Utilities","Infrastructure","Japan","Asia",NA,"non-english"
"1027","Shin-Etsu Polymer",2009,"Shin-EtsuPolymer_2009",NA,"Large","Chemicals","Resource Transformation","Japan","Asia",NA,"english"
"1028","Shinhan Financial Group",2009,"ShinhanFinancialGroup_2009",NA,"Large","Financial Services","Financials","Korea, Republic of","Asia",NA,"english"
"1029","Showa Sangyo",2009,"ShowaSangyo_2009",NA,"Large","Food and Beverage Products","Food and Beverage","Japan","Asia",NA,"non-english"
"1030","Siemens Pakistan",2009,"SiemensPakistan_2009",NA,"Large","Conglomerates","Conglomerates","Pakistan","Asia",NA,"english"
"1031","Sigma-Aldrich",2009,"Sigma-Aldrich_2009",NA,"Large","Chemicals","Resource Transformation","United States of America","Northern America",NA,"english"
"1032","SingTel Optus",2009,"SingTelOptus_2009",NA,"Large","Telecommunications","Technology and Communications","Australia","Oceania",NA,"english"
"1033","Sisema",2009,"Sisema_2009",NA,"Large","Water Utilities","Infrastructure","Brazil","Latin America & the Caribbean",NA,"english"
"1034","SIVECO ROMANIA SA",2009,"SIVECOROMANIASA_2009",NA,"Large","Other","Other","Romania","Europe",NA,"non-english"
"1035","SKF Group",2009,"SKFGroup_2009",NA,"MNE","Metals Products","Extractives and Minerals Processing","Sweden","Europe",NA,"english"
"1036","SKF UK",2009,"SKFUK_2009",NA,"Large","Metals Products","Extractives and Minerals Processing","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"1037","Smith & Nephew",2009,"Smith&Nephew_2009",NA,"Large","Healthcare Products","Healthcare","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"1038","Snam",2009,"Snam_2009",NA,"Large","Energy Utilities","Infrastructure","Italy","Europe",NA,"english"
"1039","Società Cattolica di Assicurazione",2009,"SocietàCattolicadiAssicurazione_2009",NA,"Large","Other","Other","Italy","Europe",NA,"non-english"
"1040","Sodimac",2009,"Sodimac_2009",NA,"MNE","Retailers","Consumer Goods","Chile","Latin America & the Caribbean",NA,"non-english"
"1041","Softchoice Corporation",2009,"SoftchoiceCorporation_2009",NA,"SME","Computers","Technology and Communications","Canada","Northern America",NA,"english"
"1042","Sojitz",2009,"Sojitz_2009",NA,"Large","Conglomerates","Conglomerates","Japan","Asia",NA,"english"
"1043","SolarWorld",2009,"SolarWorld_2009",NA,"Large","Energy","Extractives and Minerals Processing","Germany","Europe",NA,"english"
"1044","SOMAR",2009,"SOMAR_2009",NA,"MNE","Chemicals","Resource Transformation","Japan","Asia",NA,"non-english"
"1045","Sompo Holdings, Inc.",2009,"SompoHoldings,Inc._2009",NA,"Large","Financial Services","Financials","Japan","Asia",NA,"english"
"1046","SONAE",2009,"SONAE_2009",NA,"Large","Conglomerates","Conglomerates","Portugal","Europe",NA,"english"
"1047","Sonae Sierra",2009,"SonaeSierra_2009",NA,"Large","Real Estate","Infrastructure","Portugal","Europe",NA,"english"
"1048","Sony",2009,"Sony_2009",NA,"MNE","Computers","Technology and Communications","Japan","Asia",NA,"english"
"1049","Stadt Nürnberg",2009,"StadtNürnberg_2009",NA,"Large","Public Agency","Services","Germany","Europe",NA,"non-english"
"1050","Standard Chartered",2009,"StandardChartered_2009",NA,"Large","Financial Services","Financials","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"non-english"
"1051","State Grid",2009,"StateGrid_2009",NA,"Large","Energy Utilities","Infrastructure","Mainland China","Asia",NA,"english"
"1052","State System of Environment - Minas Gerais, Brazil",2009,"StateSystemofEnvironment-MinasGerais,Brazil_2009",NA,"Large","Public Agency","Services","Brazil","Latin America & the Caribbean",NA,"non-english"
"1053","Stockland",2009,"Stockland_2009",NA,"MNE","Real Estate","Infrastructure","Australia","Oceania",NA,"english"
"1054","Strauss Group",2009,"StraussGroup_2009",NA,"MNE","Food and Beverage Products","Food and Beverage","Israel","Asia",NA,"english"
"1055","SUEK (Siberian Coal Energy Company)",2009,"SUEK(SiberianCoalEnergyCompany)_2009",NA,"Large","Mining","Extractives and Minerals Processing","Russian Federation","Europe",NA,"english"
"1056","Sumitomo Chemicals",2009,"SumitomoChemicals_2009",NA,"MNE","Chemicals","Resource Transformation","Japan","Asia",NA,"english"
"1057","Sumitomo Forestry",2009,"SumitomoForestry_2009",NA,"MNE","Real Estate","Infrastructure","Japan","Asia",NA,"english"
"1058","Sumitomo Heavy Industries, Ltd.",2009,"SumitomoHeavyIndustries,Ltd._2009",NA,"MNE","Equipment","Resource Transformation","Japan","Asia",NA,"english"
"1059","Sumitomo Riko",2009,"SumitomoRiko_2009",NA,"MNE","Other","Other","Japan","Asia",NA,"non-english"
"1060","SWCC",2009,"SWCC_2009",NA,"MNE","Metals Products","Extractives and Minerals Processing","Japan","Asia",NA,"non-english"
"1061","Swire Properties",2009,"SwireProperties_2009",NA,"Large","Real Estate","Infrastructure","Hong Kong","Asia",NA,"english"
"1062","Taiheiyo Cement",2009,"TaiheiyoCement_2009",NA,"Large","Construction Materials","Extractives and Minerals Processing","Japan","Asia",NA,"non-english"
"1063","Taiwan Mobile (TWM)",2009,"TaiwanMobile(TWM)_2009",NA,"Large","Telecommunications","Technology and Communications","Taiwan","Asia",NA,"non-english"
"1064","Tamura",2009,"Tamura_2009",NA,"MNE","Equipment","Resource Transformation","Japan","Asia",NA,"english"
"1065","TAV",2009,"TAV_2009",NA,"Large","Aviation","Transportation","Turkey","Asia",NA,"english"
"1066","TD Bank Financial Group",2009,"TDBankFinancialGroup_2009",NA,"MNE","Financial Services","Financials","Canada","Northern America",NA,"english"
"1067","TDK",2009,"TDK_2009",NA,"MNE","Technology Hardware","Technology and Communications","Japan","Asia",NA,"non-english"
"1068","TECHNO ASSOCIE",2009,"TECHNOASSOCIE_2009",NA,"MNE","Equipment","Resource Transformation","Japan","Asia",NA,"english"
"1069","Telefonica Chile",2009,"TelefonicaChile_2009",NA,"Large","Telecommunications","Technology and Communications","Chile","Latin America & the Caribbean",NA,"non-english"
"1070","Telekom Slovakia",2009,"TelekomSlovakia_2009",NA,"Large","Telecommunications","Technology and Communications","Slovak Republic","Europe",NA,"non-english"
"1071","Telenor Serbia",2009,"TelenorSerbia_2009",NA,"Large","Telecommunications","Technology and Communications","Serbia","Europe",NA,"non-english"
"1072","Terna",2009,"Terna_2009",NA,"Large","Energy Utilities","Infrastructure","Italy","Europe",NA,"english"
"1073","TERUMO",2009,"TERUMO_2009",NA,"MNE","Healthcare Products","Healthcare","Japan","Asia",NA,"english"
"1074","Tesco",2009,"Tesco_2009",NA,"Large","Food and Beverage Products","Food and Beverage","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"1075","The Co-operators",2009,"TheCo-operators_2009",NA,"Large","Financial Services","Financials","Canada","Northern America",NA,"english"
"1076","Tiger Brands",2009,"TigerBrands_2009",NA,"MNE","Household and Personal Products","Consumer Goods","South Africa","Africa",NA,"english"
"1077","TIM",2009,"TIM_2009",NA,"Large","Telecommunications","Technology and Communications","Italy","Europe",NA,"english"
"1078","TOA OIL",2009,"TOAOIL_2009",NA,"MNE","Energy","Extractives and Minerals Processing","Japan","Asia",NA,"non-english"
"1079","tok",2009,"tok_2009",NA,"MNE","Chemicals","Resource Transformation","Japan","Asia",NA,"non-english"
"1080","TOPCON",2009,"TOPCON_2009",NA,"MNE","Equipment","Resource Transformation","Japan","Asia",NA,"non-english"
"1081","Toshiba",2009,"Toshiba_2009",NA,"MNE","Conglomerates","Conglomerates","Japan","Asia",NA,"english"
"1082","Toyoda Gosei Company Limited",2009,"ToyodaGoseiCompanyLimited_2009",NA,"Large","Automotive","Transportation","Japan","Asia",NA,"english"
"1083","Toyota Boshoku",2009,"ToyotaBoshoku_2009",NA,"Large","Automotive","Transportation","Japan","Asia",NA,"english"
"1084","Transportes Urbanos de Sevilla",2009,"TransportesUrbanosdeSevilla_2009",NA,"Large","Logistics","Transportation","Spain","Europe",NA,"non-english"
"1085","Tsumura & Co.",2009,"Tsumura&Co._2009",NA,"MNE","Chemicals","Resource Transformation","Japan","Asia",NA,"non-english"
"1086","Turkcell",2009,"Turkcell_2009",NA,"Large","Telecommunications","Technology and Communications","Turkey","Asia",NA,"non-english"
"1087","Txc Corporation",2009,"TxcCorporation_2009",NA,"MNE","Technology Hardware","Technology and Communications","Taiwan","Asia",NA,"non-english"
"1088","Ubisoft",2009,"Ubisoft_2009",NA,"MNE","Computers","Technology and Communications","France","Europe",NA,"english"
"1089","UNACEM - Unión Andina de Cementos",2009,"UNACEM-UniónAndinadeCementos_2009",NA,"MNE","Construction Materials","Extractives and Minerals Processing","Peru","Latin America & the Caribbean",NA,"english"
"1090","UNIBAIL-RODAMCO SE",2009,"UNIBAIL-RODAMCOSE_2009",NA,"Large","Real Estate","Infrastructure","France","Europe",NA,"english"
"1091","Unicaja",2009,"Unicaja_2009",NA,"Large","Financial Services","Financials","Spain","Europe",NA,"non-english"
"1092","UNITIKA",2009,"UNITIKA_2009",NA,"MNE","Conglomerates","Conglomerates","Japan","Asia",NA,"english"
"1093","Usina São Manoel",2009,"UsinaSãoManoel_2009",NA,"Large","Energy","Extractives and Minerals Processing","Brazil","Latin America & the Caribbean",NA,"non-english"
"1094","UTE",2009,"UTE_2009",NA,"Large","Energy","Extractives and Minerals Processing","Uruguay","Latin America & the Caribbean",NA,"non-english"
"1095","Victoria Children Foundation",2009,"VictoriaChildrenFoundation_2009",NA,"SME","Non-Profit / Services","Non-Profit / Services","Russian Federation","Europe",NA,"non-english"
"1096","VisionFund",2009,"VisionFund_2009",NA,"Large","Financial Services","Financials","Cambodia","Asia",NA,"english"
"1097","Vodafone Espana",2009,"VodafoneEspana_2009",NA,"Large","Telecommunications","Technology and Communications","Spain","Europe",NA,"non-english"
"1098","Vodafone Italy",2009,"VodafoneItaly_2009",NA,"Large","Telecommunications","Technology and Communications","Italy","Europe",NA,"non-english"
"1099","Vodafone Magyarország",2009,"VodafoneMagyarország_2009",NA,"Large","Telecommunications","Technology and Communications","Hungary","Europe",NA,"non-english"
"1100","Vodafone NZ",2009,"VodafoneNZ_2009",NA,"Large","Telecommunications","Technology and Communications","New Zealand","Oceania",NA,"english"
"1101","Walmart",2009,"Walmart_2009",NA,"MNE","Retailers","Consumer Goods","United States of America","Northern America",NA,"english"
"1102","Westpac Banking Corporation",2009,"WestpacBankingCorporation_2009",NA,"MNE","Financial Services","Financials","Australia","Oceania",NA,"non-english"
"1103","Wilson Bayly Holmes-Ovcon",2009,"WilsonBaylyHolmes-Ovcon_2009",NA,"Large","Other","Other","South Africa","Africa",NA,"english"
"1104","Wipro Ltd",2009,"WiproLtd_2009",NA,"Large","Other","Other","India","Asia",NA,"english"
"1105","Woolworths",2009,"Woolworths_2009",NA,"MNE","Retailers","Consumer Goods","Australia","Oceania",NA,"english"
"1106","WPP",2009,"WPP_2009",NA,"MNE","Other","Other","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"1107","Yamada Denki",2009,"YamadaDenki_2009",NA,"Large","Retailers","Consumer Goods","Japan","Asia",NA,"non-english"
"1108","Yanacocha",2009,"Yanacocha_2009",NA,"Large","Mining","Extractives and Minerals Processing","Peru","Latin America & the Caribbean",NA,"non-english"
"1109","Yulon Motor Co., Ltd.",2009,"YulonMotorCo.,Ltd._2009",NA,"MNE","Automotive","Transportation","Taiwan","Asia",NA,"non-english"
"1110","Zeon Corp.",2009,"ZeonCorp._2009",NA,"MNE","Chemicals","Resource Transformation","Japan","Asia",NA,"non-english"
"1111","ZTE Corporation",2009,"ZTECorporation_2009",NA,"Large","Technology Hardware","Technology and Communications","Mainland China","Asia",NA,"english"
"1112","Abellio",2010,"Abellio_2010",NA,"Large","Railroad","Infrastructure","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"1113","Abengoa Solar",2010,"AbengoaSolar_2010",NA,"Large","Energy","Extractives and Minerals Processing","Spain","Europe",NA,"non-english"
"1114","Abertis",2010,"Abertis_2010",NA,"Large","Other","Other","Spain","Europe",NA,"english"
"1115","Absa",2010,"Absa_2010",NA,"Large","Financial Services","Financials","South Africa","Africa",NA,"english"
"1116","Abu Dhabi Department of Municipal Affairs (DMA)",2010,"AbuDhabiDepartmentofMunicipalAffairs(DMA)_2010",NA,"SME","Public Agency","Services","United Arab Emirates","Asia",NA,"english"
"1117","Accentuate",2010,"Accentuate_2010",NA,"Large","Construction","Infrastructure","South Africa","Africa",NA,"english"
"1118","ADFIAP",2010,"ADFIAP_2010",NA,"SME","Non-Profit / Services","Non-Profit / Services","Philippines","Asia",NA,"english"
"1119","Adidas Group",2010,"AdidasGroup_2010",NA,"Large","Retailers","Consumer Goods","Germany","Europe",NA,"non-english"
"1120","Adrian Smith + Gordon Gill Architecture",2010,"AdrianSmith+GordonGillArchitecture_2010",NA,"SME","Commercial Services","Financials","United States of America","Northern America",NA,"english"
"1121","ADRI-NOC",2010,"ADRI-NOC_2010",NA,"SME","Non-Profit / Services","Non-Profit / Services","Spain","Europe",NA,"non-english"
"1122","Aduho",2010,"Aduho_2010",NA,"SME","Commercial Services","Financials","Spain","Europe",NA,"non-english"
"1123","AECI",2010,"AECI_2010",NA,"Large","Chemicals","Resource Transformation","South Africa","Africa",NA,"english"
"1124","AENA",2010,"AENA_2010",NA,"Large","Aviation","Transportation","Spain","Europe",NA,"non-english"
"1125","AFGRI",2010,"AFGRI_2010",NA,"Large","Food and Beverage Products","Food and Beverage","South Africa","Africa",NA,"english"
"1126","African Brick Centre Limited",2010,"AfricanBrickCentreLimited_2010",NA,"SME","Construction Materials","Extractives and Minerals Processing","South Africa","Africa",NA,"english"
"1127","African Dawn",2010,"AfricanDawn_2010",NA,"Large","Financial Services","Financials","South Africa","Africa",NA,"english"
"1128","African Equity Empowerment Investments (Sekunjalo Investments)",2010,"AfricanEquityEmpowermentInvestments(SekunjaloInvestments)_2010",NA,"Large","Other","Other","South Africa","Africa",NA,"non-english"
"1129","AGR",2010,"AGR_2010",NA,"SME","Waste Management","Infrastructure","Austria","Europe",NA,"non-english"
"1130","Aguas de Murcia",2010,"AguasdeMurcia_2010",NA,"Large","Water Utilities","Infrastructure","Spain","Europe",NA,"non-english"
"1131","Air China",2010,"AirChina_2010",NA,"Large","Aviation","Transportation","Hong Kong","Asia",NA,"english"
"1132","Akebono Brake Industry",2010,"AkebonoBrakeIndustry_2010",NA,"MNE","Other","Other","Japan","Asia",NA,"english"
"1133","Akkök",2010,"Akkök_2010",NA,"Large","Conglomerates","Conglomerates","Turkey","Asia",NA,"non-english"
"1134","Akzo Nobel NV",2010,"AkzoNobelNV_2010",NA,"Large","Chemicals","Resource Transformation","Netherlands","Europe",NA,"english"
"1135","Algar Telecom (Former CTBC)",2010,"AlgarTelecom(FormerCTBC)_2010",NA,"Large","Telecommunications","Technology and Communications","Brazil","Latin America & the Caribbean",NA,"non-english"
"1136","ALK",2010,"ALK_2010",NA,"MNE","Healthcare Products","Healthcare","Denmark","Europe",NA,"english"
"1137","Allstate",2010,"Allstate_2010",NA,"Large","Financial Services","Financials","United States of America","Northern America",NA,"english"
"1138","ALPHA Bank",2010,"ALPHABank_2010",NA,"Large","Financial Services","Financials","Greece","Europe",NA,"english"
"1139","Alpine Electronics",2010,"AlpineElectronics_2010",NA,"MNE","Consumer Durables","Consumer Goods","Japan","Asia",NA,"english"
"1140","Alps Electric",2010,"AlpsElectric_2010",NA,"MNE","Equipment","Resource Transformation","Japan","Asia",NA,"english"
"1141","Altarriba",2010,"Altarriba_2010",NA,"SME","Food and Beverage Products","Food and Beverage","Spain","Europe",NA,"non-english"
"1142","Amway Europe",2010,"AmwayEurope_2010",NA,"MNE","Other","Other","Germany","Europe",NA,"english"
"1143","Andulela Investment Holdings",2010,"AndulelaInvestmentHoldings_2010",NA,"Large","Metals Products","Extractives and Minerals Processing","South Africa","Africa",NA,"non-english"
"1144","Antaviana",2010,"Antaviana_2010",NA,"SME","Commercial Services","Financials","Spain","Europe",NA,"non-english"
"1145","Apator",2010,"Apator_2010",NA,"Large","Equipment","Resource Transformation","Poland","Europe",NA,"non-english"
"1146","Aperam South America",2010,"AperamSouthAmerica_2010",NA,"Large","Metals Products","Extractives and Minerals Processing","Brazil","Latin America & the Caribbean",NA,"non-english"
"1147","Applied Materials",2010,"AppliedMaterials_2010",NA,"Large","Technology Hardware","Technology and Communications","United States of America","Northern America",NA,"english"
"1148","AquaChile",2010,"AquaChile_2010",NA,"Large","Food and Beverage Products","Food and Beverage","Chile","Latin America & the Caribbean",NA,"non-english"
"1149","Arcelik",2010,"Arcelik_2010",NA,"MNE","Consumer Durables","Consumer Goods","Turkey","Asia",NA,"english"
"1150","ArcelorMittal",2010,"ArcelorMittal_2010",NA,"MNE","Metals Products","Extractives and Minerals Processing","Luxembourg","Europe",NA,"non-english"
"1151","ARM (African Rainbow Minerals)",2010,"ARM(AfricanRainbowMinerals)_2010",NA,"Large","Mining","Extractives and Minerals Processing","South Africa","Africa",NA,"english"
"1152","Asahi Group Holdings",2010,"AsahiGroupHoldings_2010",NA,"MNE","Food and Beverage Products","Food and Beverage","Japan","Asia",NA,"non-english"
